CustomerID,Age,Gender,AnnualIncome,SpendingScore,LastPurchaseDate,PurchaseCategory
81,35,Other,85782.49,46,2020-10-29,Furniture
82,62,Other,84335.45,31,2021-10-24,Electronics
83,38,Female,50462.32,20,2022-05-12,Electronics
84,33,Other,20796.95,97,2023-09-02,Clothing
85,68,Other,123012.42,37,2022-03-18,Clothing
86,20,Female,60590.57,38,2022-12-24,Electronics
87,43,Male,135362.63,8,2023-05-13,Sports
88,59,Other,112381.77,12,2023-03-14,Grocery
89,41,Female,61776.0,11,2023-04-21,Electronics
90,35,Other,138489.12,27,2020-02-21,Grocery
91,31,Female,149208.97,76,2023-06-13,Electronics
92,50,Other,131983.86,3,2022-12-10,Sports
93,51,Other,30030.62,11,2023-12-10,Sports
94,63,Other,130730.93,33,2020-02-26,Clothing
95,62,Male,111961.9,82,2021-10-02,Grocery
96,26,Male,138846.56,40,2023-04-01,Electronics
97,41,Other,136634.66,54,2020-09-16,Sports
98,45,Other,124262.35,84,2022-08-28,Clothing
99,26,Other,102013.49,78,2023-05-22,Sports
100,21,Male,115445.19,67,2020-01-02,Electronics
101,30,Male,121830.85,47,2020-07-07,Grocery
102,21,Female,86127.68,91,2022-04-23,Clothing
103,50,Male,142300.51,33,2022-05-10,Grocery
104,55,Female,71244.49,71,2023-01-23,Electronics
105,20,Male,36555.42,95,2021-08-14,Clothing
106,23,Female,84443.32,50,2020-10-11,Grocery
107,21,Male,65232.32,27,2023-01-18,Clothing
108,23,Male,29509.07,43,2021-02-03,Clothing
109,20,Male,148811.09,1,2021-03-23,Sports
110,49,Male,109352.64,37,2021-09-24,Clothing
111,47,Male,62288.86,38,2022-10-01,Electronics
112,66,Male,147379.14,6,2021-12-18,Furniture
113,51,Female,79334.51,22,2020-09-12,Electronics
114,59,Female,80867.75,61,2022-02-10,Grocery
115,32,Female,113587.07,46,2021-12-07,Electronics
116,56,Female,138137.65,38,2021-03-10,Clothing
117,33,Other,106238.7,97,2020-08-04,Electronics
118,42,Male,124199.37,84,2021-06-08,Clothing
119,35,Female,144145.28,1,2023-11-01,Clothing
120,27,Male,93036.15,7,2020-10-10,Clothing
121,32,Female,52614.88,58,2022-02-24,Grocery
122,59,Other,91804.44,31,2021-08-01,Furniture
123,31,Male,49497.37,53,2021-12-31,Grocery
124,52,Female,105726.43,48,2022-10-26,Furniture
125,25,Male,62940.39,26,2021-03-16,Sports
126,68,Male,54632.05,89,2023-07-09,Sports
127,67,Other,57925.52,55,2022-09-27,Electronics
128,49,Female,61733.98,28,2020-10-08,Grocery
129,33,Male,58406.66,57,2020-07-28,Grocery
130,66,Male,81818.62,33,2023-10-29,Sports
131,35,Other,52633.05,19,2021-11-01,Grocery
132,59,Male,88360.42,80,2023-11-03,Furniture
133,55,Female,37723.06,10,2022-12-15,Electronics
134,19,Other,67834.38,56,2022-07-09,Furniture
135,19,Male,142357.97,41,2023-12-17,Electronics
136,51,Female,34617.04,97,2023-06-25,Sports
137,29,Female,37716.62,80,2022-05-07,Furniture
138,51,Female,144086.35,41,2022-06-20,Sports
139,44,Other,129788.64,69,2022-10-09,Clothing
140,19,Female,100375.51,76,2021-10-10,Grocery
141,44,Male,144605.25,81,2021-01-13,Clothing
142,42,Female,46540.75,82,2021-05-11,Furniture
143,58,Male,20571.67,40,2020-12-21,Sports
144,64,Female,33810.27,47,2022-01-12,Electronics
145,25,Other,83600.24,6,2020-03-04,Clothing
146,57,Male,52818.12,55,2023-09-10,Clothing
147,52,Female,140295.17,53,2020-01-31,Furniture
148,30,Other,120083.3,28,2023-04-09,Clothing
149,32,Male,75854.37,69,2020-08-15,Electronics
150,41,Female,24188.36,29,2022-07-05,Clothing
151,59,Female,125869.91,22,2020-08-22,Electronics
152,65,Male,37758.86,40,2021-09-23,Furniture
153,47,Male,47607.61,21,2021-04-04,Electronics
154,69,Male,140854.79,87,2022-05-30,Electronics
155,40,Female,140248.29,1,2021-05-15,Electronics
156,69,Other,72723.29,26,2021-06-28,Electronics
157,34,Other,132496.05,12,2020-04-26,Grocery
158,46,Female,42717.69,34,2022-06-27,Clothing
159,40,Female,93933.21,48,2023-05-18,Clothing
160,28,Female,35312.47,13,2020-07-08,Clothing
161,30,Male,85438.38,68,2022-06-13,Grocery
162,30,Female,26153.83,88,2023-07-19,Sports
163,65,Other,41319.07,53,2021-06-04,Furniture
164,25,Male,49138.44,44,2020-01-14,Grocery
165,36,Other,25228.74,51,2023-11-29,Grocery
166,54,Male,99896.42,34,2023-07-31,Clothing
167,25,Male,146722.25,96,2023-09-06,Clothing
168,18,Other,87054.99,38,2020-08-20,Clothing
169,68,Male,64139.76,12,2022-10-18,Clothing
170,26,Other,84913.59,39,2023-08-21,Grocery
171,46,Other,106792.57,65,2021-03-16,Clothing
172,24,Female,140318.18,10,2022-06-10,Grocery
173,64,Other,60130.27,98,2020-06-04,Grocery
174,48,Male,108472.49,100,2021-01-28,Electronics
175,18,Other,46411.35,43,2023-12-26,Sports
176,40,Male,114218.38,45,2023-06-30,Grocery
177,19,Female,51387.91,81,2022-04-20,Electronics
178,60,Other,50306.99,40,2020-09-18,Electronics
179,44,Female,78903.24,95,2021-09-17,Grocery
180,42,Female,88485.57,83,2023-09-16,Electronics
181,69,Other,41300.63,43,2023-10-21,Electronics
182,39,Other,86530.82,85,2021-06-16,Sports
183,30,Other,93527.75,72,2020-01-17,Electronics
184,45,Female,41193.29,55,2020-06-07,Electronics
185,28,Female,62240.63,20,2020-11-20,Sports
186,39,Male,101319.62,3,2020-01-09,Sports
187,20,Other,78297.79,1,2020-11-22,Electronics
188,51,Other,115135.2,94,2021-10-20,Grocery
189,36,Other,42397.41,70,2021-10-29,Grocery
190,57,Other,125196.05,30,2020-06-11,Electronics
191,69,Other,111077.25,36,2023-08-24,Electronics
192,35,Other,126386.35,67,2023-11-11,Electronics
193,21,Male,113083.33,66,2023-02-18,Furniture
194,41,Other,59859.63,15,2021-02-16,Grocery
195,38,Other,130773.66,97,2021-10-28,Furniture
196,62,Other,92816.04,36,2022-12-02,Electronics
197,59,Female,135550.29,20,2020-03-29,Furniture
198,62,Other,77798.02,57,2021-03-01,Clothing
199,66,Female,139974.87,46,2021-08-25,Electronics
200,36,Male,49937.61,12,2020-07-21,Sports
201,37,Female,92723.0,11,2020-04-01,Electronics
202,32,Other,135052.87,73,2021-11-19,Sports
203,41,Male,103762.05,52,2022-12-28,Furniture
204,38,Other,104585.62,70,2020-04-02,Sports
205,49,Male,64639.34,72,2021-03-24,Clothing
206,59,Other,49583.38,20,2022-09-13,Grocery
207,39,Female,83781.4,22,2022-11-07,Grocery
208,41,Other,43306.75,29,2021-04-08,Electronics
209,66,Other,51497.21,40,2020-11-30,Clothing
210,28,Other,121315.41,73,2022-10-09,Electronics
211,49,Female,143015.12,68,2020-03-30,Clothing
212,47,Male,74174.39,31,2023-04-03,Sports
213,37,Female,98004.58,15,2023-10-01,Electronics
214,40,Female,130424.82,22,2021-07-22,Sports
215,43,Female,42470.24,94,2020-12-04,Clothing
216,68,Other,54833.43,26,2021-05-30,Furniture
217,69,Other,99878.12,41,2021-01-26,Grocery
218,63,Other,50358.82,28,2021-01-12,Furniture
219,32,Other,116138.87,89,2022-06-03,Clothing
220,28,Female,67770.89,86,2021-08-15,Grocery
221,46,Other,40806.78,70,2022-08-14,Grocery
222,54,Other,118034.99,10,2020-01-28,Clothing
223,65,Male,113271.89,88,2023-12-21,Sports
224,29,Male,96847.9,84,2021-05-20,Sports
225,54,Female,134052.97,98,2022-12-17,Furniture
226,18,Female,117570.65,100,2023-11-19,Electronics
227,50,Other,88556.64,92,2022-04-06,Sports
228,41,Female,85916.62,31,2020-06-21,Electronics
229,38,Female,86378.5,36,2020-12-02,Electronics
230,19,Male,33590.38,75,2020-01-17,Sports
231,36,Female,78059.56,37,2023-10-05,Grocery
232,56,Other,93704.86,43,2022-07-02,Electronics
233,20,Male,77968.15,53,2022-05-19,Clothing
234,57,Other,31055.8,30,2020-06-21,Electronics
235,66,Other,134388.21,99,2022-08-24,Clothing
236,65,Male,46381.77,72,2022-11-11,Sports
237,67,Other,31081.23,61,2020-10-28,Electronics
238,62,Male,79573.16,74,2023-02-23,Sports
239,63,Male,112430.33,35,2022-07-31,Clothing
240,44,Male,94336.1,35,2023-02-15,Furniture
241,69,Female,94764.94,34,2020-01-18,Clothing
242,51,Male,77514.54,100,2022-08-10,Clothing
243,64,Other,46881.94,62,2023-02-15,Furniture
244,22,Other,87737.76,57,2021-01-01,Grocery
245,38,Male,32530.47,46,2020-03-11,Clothing
246,31,Female,145723.97,63,2022-01-23,Grocery
247,32,Other,34973.11,87,2020-07-20,Furniture
248,26,Male,62310.44,94,2023-03-23,Electronics
249,31,Other,47806.7,57,2021-09-05,Sports
250,30,Male,139660.78,24,2021-01-17,Electronics
251,62,Male,31507.58,10,2023-11-20,Clothing
252,47,Other,145837.34,29,2021-07-31,Clothing
253,20,Female,46884.37,3,2020-01-19,Clothing
254,60,Other,101549.58,85,2021-08-08,Sports
255,28,Male,113112.15,78,2023-12-10,Electronics
256,20,Male,53085.36,17,2023-05-21,Electronics
257,36,Other,131718.43,60,2020-11-21,Clothing
258,31,Female,59319.56,60,2020-09-04,Grocery
259,52,Other,132701.74,42,2022-05-19,Grocery
260,20,Other,97651.89,88,2021-12-04,Sports
261,57,Other,68148.14,17,2022-10-26,Sports
262,47,Female,148876.82,64,2022-07-20,Furniture
263,51,Male,89897.98,62,2022-08-24,Clothing
264,18,Female,22068.83,30,2022-10-02,Clothing
265,54,Female,68268.3,19,2022-08-09,Grocery
266,24,Female,87609.57,30,2021-01-17,Grocery
267,37,Male,55699.71,70,2023-12-07,Electronics
268,42,Male,36195.26,9,2021-11-22,Sports
269,65,Other,84785.24,69,2023-01-09,Grocery
270,34,Other,28726.79,38,2020-10-15,Electronics
271,24,Female,101666.66,67,2020-02-20,Clothing
272,55,Other,75053.08,93,2020-07-09,Clothing
273,28,Male,145621.23,18,2020-06-09,Electronics
274,46,Female,96906.86,22,2023-03-31,Sports
275,66,Female,136054.9,64,2021-04-04,Furniture
276,33,Other,119546.24,27,2023-03-04,Sports
277,35,Other,38592.38,69,2023-05-06,Grocery
278,48,Other,78486.82,73,2022-05-12,Sports
279,29,Other,145566.34,52,2023-02-06,Clothing
280,27,Female,142390.61,48,2021-12-04,Clothing
281,55,Female,101396.92,32,2023-02-10,Sports
282,34,Male,121572.97,67,2021-10-02,Clothing
283,36,Other,90234.89,27,2021-02-17,Grocery
284,37,Female,83720.47,53,2022-06-24,Sports
285,37,Male,139018.88,61,2020-07-11,Grocery
286,33,Male,108005.13,87,2023-11-30,Sports
287,21,Other,25557.76,76,2022-08-06,Furniture
288,62,Other,50908.03,23,2021-11-18,Sports
289,24,Other,122007.56,63,2022-01-28,Electronics
290,43,Female,100283.91,14,2020-09-16,Furniture
291,27,Other,120809.56,33,2020-03-27,Grocery
292,48,Female,88993.11,7,2020-09-23,Electronics
293,26,Other,28237.07,96,2023-08-01,Electronics
294,63,Male,102051.58,80,2022-09-05,Furniture
295,69,Male,82742.92,89,2020-10-17,Sports
296,33,Other,31635.48,91,2021-07-02,Sports
297,19,Other,126774.87,20,2022-04-17,Grocery
298,52,Other,51803.42,40,2023-07-22,Furniture
299,61,Other,22572.24,77,2021-07-12,Furniture
300,66,Male,106075.48,87,2020-07-27,Sports
301,57,Male,83036.73,1,2021-08-07,Electronics
302,53,Other,26165.88,47,2023-01-26,Furniture
303,32,Male,29909.1,52,2021-10-30,Furniture
304,61,Male,42504.38,16,2023-01-12,Clothing
305,18,Female,73035.29,13,2022-05-02,Electronics
306,63,Male,31993.89,22,2021-10-24,Furniture
307,36,Other,29399.54,85,2020-06-17,Sports
308,21,Female,114454.71,11,2021-01-31,Sports
309,69,Female,57796.75,80,2021-04-22,Clothing
310,53,Other,24329.87,77,2020-01-17,Furniture
311,39,Other,72959.26,67,2022-05-30,Sports
312,27,Female,101939.6,38,2023-01-01,Clothing
313,54,Female,114697.39,39,2021-01-11,Grocery
314,38,Male,23762.03,36,2023-03-16,Grocery
315,60,Male,145120.8,18,2022-01-03,Furniture
316,47,Female,25208.91,58,2022-08-19,Clothing
317,49,Other,107193.98,15,2022-10-29,Electronics
318,21,Other,138204.98,66,2020-07-30,Sports
319,54,Other,44475.85,39,2023-02-12,Grocery
320,24,Other,72559.91,86,2023-09-08,Furniture
321,21,Male,101899.09,29,2021-06-17,Sports
322,22,Male,43945.93,33,2023-12-27,Clothing
323,29,Other,38179.63,40,2022-03-11,Sports
324,57,Male,87357.94,76,2021-11-25,Grocery
325,20,Female,104907.28,20,2022-10-03,Electronics
326,27,Female,53329.9,75,2020-12-03,Electronics
327,50,Female,133161.53,57,2021-06-02,Grocery
328,37,Other,35108.29,23,2020-06-17,Electronics
329,42,Female,136786.01,75,2020-12-25,Sports
330,48,Other,36847.83,90,2021-05-06,Grocery
331,68,Female,74255.76,5,2021-02-17,Grocery
332,49,Female,139020.2,43,2020-08-26,Clothing
333,22,Male,142507.21,41,2020-03-18,Grocery
334,64,Female,69413.43,20,2020-03-02,Electronics
335,19,Other,147088.97,98,2020-08-08,Clothing
336,44,Other,139529.7,76,2021-11-10,Grocery
337,52,Male,126777.63,65,2020-10-22,Furniture
338,23,Female,40786.6,14,2023-01-30,Sports
339,26,Male,140493.09,39,2022-04-03,Furniture
340,21,Male,37681.55,39,2021-03-14,Sports
341,21,Female,127994.47,16,2021-06-29,Furniture
342,65,Other,24094.54,53,2022-09-17,Sports
343,25,Other,47179.38,13,2022-04-25,Clothing
344,46,Other,56471.52,45,2021-12-21,Grocery
345,44,Male,111703.51,53,2023-11-01,Grocery
346,35,Male,99414.49,45,2021-05-02,Electronics
347,28,Other,46469.6,89,2023-11-09,Electronics
348,49,Female,83552.38,44,2021-07-13,Furniture
349,59,Female,134472.41,39,2022-02-24,Clothing
350,57,Female,52482.3,92,2020-05-22,Sports
351,49,Female,41628.08,21,2020-02-13,Furniture
352,40,Other,21363.45,53,2023-10-15,Sports
353,34,Male,86452.51,24,2021-03-30,Furniture
354,46,Male,62564.15,62,2022-01-23,Furniture
355,32,Other,126962.84,3,2021-11-12,Sports
356,59,Other,66394.77,7,2020-06-03,Sports
357,47,Male,58293.47,37,2021-06-13,Grocery
358,60,Male,22155.4,97,2022-12-01,Grocery
359,54,Female,91551.82,58,2020-02-19,Furniture
360,26,Other,139800.8,20,2021-06-09,Electronics
361,58,Female,104198.93,78,2022-10-17,Electronics
362,63,Other,62056.64,16,2020-07-08,Grocery
363,45,Other,45810.45,95,2022-05-25,Clothing
364,55,Other,84033.98,75,2021-07-13,Clothing
365,45,Other,103719.75,59,2022-04-10,Clothing
366,28,Male,43856.49,90,2020-09-17,Electronics
367,23,Female,91451.77,41,2022-11-13,Furniture
368,61,Female,58873.55,96,2021-04-18,Furniture
369,63,Other,109148.44,53,2022-05-31,Clothing
370,33,Female,130599.15,81,2021-09-07,Furniture
371,28,Other,102612.77,85,2022-06-18,Sports
372,25,Female,139521.44,34,2022-04-05,Grocery
373,51,Other,41530.25,41,2020-09-04,Grocery
374,55,Other,144167.87,100,2022-03-26,Clothing
375,53,Other,50366.67,56,2021-06-21,Sports
376,57,Other,83558.79,71,2021-01-23,Sports
377,25,Other,93338.21,87,2023-09-01,Sports
378,60,Male,96232.31,64,2022-11-10,Electronics
379,43,Female,76429.03,73,2020-09-16,Sports
380,33,Other,43858.38,25,2022-04-13,Sports
381,68,Other,116063.47,56,2021-03-04,Electronics
382,30,Male,120073.06,13,2023-08-30,Electronics
383,28,Female,145829.63,69,2020-08-22,Electronics
384,47,Other,99053.21,96,2022-01-11,Grocery
385,47,Male,89268.41,16,2023-03-28,Furniture
386,50,Female,79347.27,47,2020-11-08,Electronics
387,23,Male,56836.57,44,2021-01-25,Electronics
388,69,Other,59271.34,58,2021-11-10,Grocery
389,51,Male,123357.58,18,2021-03-05,Furniture
390,54,Other,29128.5,37,2022-07-25,Furniture
391,49,Other,23094.97,80,2021-12-09,Electronics
392,41,Female,36552.1,85,2023-08-09,Clothing
393,67,Female,136781.05,87,2020-08-06,Sports
394,33,Other,134547.15,90,2021-08-11,Clothing
395,41,Female,125174.03,8,2023-08-28,Furniture
396,47,Male,93405.74,67,2022-02-07,Clothing
397,64,Female,81594.58,38,2021-08-04,Electronics
398,39,Female,117643.95,80,2023-08-23,Sports
399,49,Male,145972.1,15,2023-06-17,Electronics
400,39,Female,121558.08,66,2022-12-15,Sports
401,29,Other,45167.13,37,2023-07-30,Sports
402,69,Male,42785.01,77,2022-07-01,Clothing
403,67,Female,132290.1,61,2021-09-17,Furniture
404,60,Other,25012.19,91,2020-07-03,Clothing
405,60,Male,104474.07,30,2020-12-14,Electronics
406,33,Male,136345.67,45,2020-09-09,Electronics
407,23,Other,125843.63,41,2022-05-15,Clothing
408,47,Other,65511.15,44,2020-12-04,Grocery
409,22,Male,123518.74,12,2020-02-01,Sports
410,46,Other,85554.04,84,2023-08-13,Sports
411,62,Other,94629.88,75,2020-11-11,Furniture
412,24,Other,51213.06,1,2022-01-20,Sports
413,69,Female,58301.8,94,2022-08-31,Clothing
414,31,Other,147152.23,18,2020-07-22,Sports
415,29,Male,24884.05,96,2021-02-14,Electronics
416,55,Female,105332.44,89,2022-11-12,Clothing
417,69,Other,149070.81,91,2020-12-10,Clothing
418,69,Male,114988.34,84,2022-08-23,Grocery
419,57,Other,136832.86,41,2023-06-25,Sports
420,69,Male,40017.07,48,2023-12-29,Clothing
421,21,Other,60397.23,54,2022-03-23,Sports
422,20,Other,39960.88,33,2023-02-09,Sports
423,59,Female,45747.33,66,2023-12-31,Electronics
424,23,Male,109306.1,2,2020-10-30,Clothing
425,45,Male,92737.84,56,2022-04-24,Electronics
426,47,Male,52464.63,20,2023-02-04,Furniture
427,49,Male,27724.98,46,2021-04-27,Sports
428,22,Male,69646.31,53,2023-10-31,Sports
429,42,Other,100221.69,89,2023-08-25,Sports
430,65,Male,96846.33,68,2020-12-29,Furniture
431,36,Other,41778.04,28,2022-10-02,Clothing
432,51,Male,109263.37,87,2023-01-10,Sports
433,37,Other,112606.06,3,2023-11-05,Grocery
434,28,Other,33500.48,93,2023-07-09,Furniture
435,37,Male,76803.36,44,2022-10-07,Clothing
436,48,Male,46210.61,35,2020-06-20,Grocery
437,34,Male,47355.53,68,2023-06-12,Sports
438,55,Female,53942.24,94,2021-01-27,Furniture
439,49,Female,71188.66,73,2023-12-14,Clothing
440,62,Female,147619.13,54,2022-05-18,Electronics
441,37,Other,133383.86,67,2022-10-12,Grocery
442,68,Female,87576.11,82,2023-05-19,Grocery
443,31,Other,23712.77,1,2020-02-17,Clothing
444,26,Male,68818.46,37,2021-07-12,Electronics
445,45,Female,124433.15,33,2022-12-03,Grocery
446,21,Female,48543.38,18,2020-07-30,Furniture
447,59,Male,95311.36,60,2020-10-19,Sports
448,23,Female,139750.95,60,2022-04-24,Furniture
449,63,Male,60893.41,90,2020-12-26,Electronics
450,68,Female,83842.17,35,2021-09-21,Clothing
451,60,Other,45159.39,14,2020-10-05,Clothing
452,43,Other,48798.47,38,2020-03-30,Electronics
453,62,Female,32280.79,3,2023-10-29,Electronics
454,26,Male,141963.51,65,2020-09-03,Clothing
455,34,Female,86126.75,28,2021-11-30,Furniture
456,59,Female,107081.71,32,2021-08-16,Furniture
457,47,Other,74265.39,84,2023-04-04,Sports
458,48,Female,35989.97,13,2021-11-06,Clothing
459,35,Female,140675.2,89,2021-05-17,Electronics
460,41,Female,128534.33,25,2021-01-04,Electronics
461,66,Female,119228.23,96,2020-09-14,Grocery
462,62,Female,137197.24,39,2021-05-22,Grocery
463,57,Other,60783.55,66,2022-03-07,Electronics
464,31,Female,69848.96,60,2020-01-01,Grocery
465,32,Male,53309.71,19,2022-12-14,Furniture
466,37,Female,26421.75,45,2022-04-03,Electronics
467,58,Male,144171.68,85,2023-11-27,Sports
468,63,Female,37716.97,2,2021-02-08,Furniture
469,29,Female,84173.98,39,2020-07-17,Clothing
470,55,Female,90880.14,4,2020-05-19,Clothing
471,23,Female,73200.44,12,2021-10-03,Clothing
472,63,Female,106864.0,31,2020-05-13,Sports
473,21,Male,32684.43,24,2022-05-05,Grocery
474,60,Male,131608.7,95,2020-07-16,Furniture
475,38,Male,144822.99,13,2020-08-11,Electronics
476,28,Male,139564.08,14,2023-01-21,Sports
477,52,Other,72728.01,32,2022-12-09,Grocery
478,62,Other,36804.73,18,2021-10-23,Grocery
479,33,Male,95762.81,89,2020-07-31,Sports
480,23,Male,28717.16,84,2023-09-25,Electronics
481,57,Male,45292.25,55,2020-04-09,Grocery
482,38,Female,98602.53,71,2021-03-12,Grocery
483,55,Female,52103.64,15,2023-09-30,Clothing
484,44,Female,85751.53,93,2022-06-16,Furniture
485,36,Female,135664.96,11,2022-07-11,Clothing
486,46,Other,108823.07,30,2021-11-23,Furniture
487,34,Male,128310.38,58,2021-05-26,Electronics
488,25,Female,134244.68,31,2021-03-06,Furniture
489,56,Other,36757.28,30,2023-08-29,Grocery
490,48,Female,97559.85,16,2021-12-15,Sports
491,63,Female,75400.05,88,2021-05-20,Electronics
492,54,Male,126094.91,58,2022-02-06,Grocery
493,68,Male,88382.39,2,2022-05-20,Grocery
494,57,Female,73872.89,73,2022-11-08,Electronics
495,46,Male,48472.97,4,2020-04-02,Clothing
496,51,Other,33070.26,80,2023-11-06,Sports
497,69,Female,31682.86,12,2021-03-02,Clothing
498,37,Male,40046.76,67,2020-04-18,Sports
499,67,Female,110995.66,49,2020-06-29,Furniture
500,26,Female,21009.51,29,2021-11-22,Clothing
501,33,Other,24873.91,19,2023-06-04,Sports
502,56,Male,92140.04,56,2020-11-25,Furniture
503,62,Other,147540.25,81,2020-12-12,Clothing
504,25,Female,114722.71,33,2023-11-05,Furniture
505,65,Female,123310.68,75,2021-11-05,Electronics
506,45,Female,89581.09,17,2020-07-31,Furniture
507,52,Female,79688.92,57,2022-05-19,Furniture
508,27,Female,82075.13,87,2022-08-20,Sports
509,26,Male,51555.79,68,2020-02-20,Clothing
510,41,Male,51139.54,35,2022-07-24,Furniture
511,36,Female,105467.5,96,2020-06-17,Sports
512,26,Male,63279.56,38,2021-03-03,Electronics
513,62,Male,31656.1,37,2023-09-01,Furniture
514,26,Female,73453.85,20,2022-06-27,Sports
515,39,Male,142890.99,36,2020-08-23,Electronics
516,29,Male,36196.13,1,2022-04-26,Sports
517,31,Other,101490.83,52,2021-06-22,Furniture
518,27,Other,21731.84,53,2021-06-16,Clothing
519,57,Other,88274.79,8,2021-08-14,Electronics
520,64,Female,29849.59,67,2021-05-23,Furniture
521,67,Other,61110.7,31,2022-06-15,Electronics
522,46,Other,64538.94,13,2021-04-07,Clothing
523,65,Male,92512.96,37,2020-06-10,Sports
524,24,Other,25332.92,39,2023-02-21,Furniture
525,26,Other,83727.25,10,2020-06-04,Furniture
526,57,Other,78592.76,72,2022-03-10,Clothing
527,33,Other,84069.5,86,2022-04-01,Clothing
528,32,Other,86847.25,48,2023-02-01,Furniture
529,55,Male,141179.63,96,2020-06-06,Sports
530,26,Female,98968.75,37,2022-12-03,Sports
531,52,Male,45615.86,99,2022-02-27,Sports
532,65,Male,63807.95,57,2020-10-04,Grocery
533,60,Male,98539.52,2,2023-10-10,Electronics
534,43,Female,82069.95,87,2023-03-28,Grocery
535,25,Male,79378.22,23,2023-03-20,Electronics
536,28,Other,122770.42,14,2023-04-18,Furniture
537,55,Other,47140.66,66,2021-03-07,Clothing
538,45,Female,58447.61,48,2021-11-20,Sports
539,45,Female,106750.47,2,2022-02-12,Furniture
